position_epd,fen,total_games,covered_games,coverage,moves_json,white_practical_gamble_raw,white_practical_gamble,white_practical_gamble_games,white_practical_gamble_coverage,black_practical_gamble_raw,black_practical_gamble,black_practical_gamble_games,black_practical_gamble_coverage
rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N1B3/PPP1BPPP/R2QK2R b KQkq -,rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N1B3/PPP1BPPP/R2QK2R b KQkq - 3 7,92826,92826,1.0,"[{""games"":70472,""share"":0.7591838493525521,""uci"":""e8h8""},{""games"":14500,""share"":0.15620623532200031,""uci"":""b8c6""},{""games"":3923,""share"":0.04226186628746256,""uci"":""a7a6""},{""games"":1394,""share"":0.01501734427854265,""uci"":""c8d7""},{""games"":894,""share"":0.009630922370887467,""uci"":""b8d7""},{""games"":570,""share"":0.006140520974726909,""uci"":""h7h5""},{""games"":286,""share"":0.0030810333311787645,""uci"":""d8a5""},{""games"":189,""share"":0.002036067481093659,""uci"":""e7e5""},{""games"":123,""share"":0.001325059789283175,""uci"":""f6g4""},{""games"":116,""share"":0.0012496498825760023,""uci"":""h7h6""},{""games"":88,""share"":0.0009480102557473122,""uci"":""e8f8""},{""games"":72,""share"":0.0007756447547023463,""uci"":""b7b6""},{""games"":51,""share"":0.0005494150345808287,""uci"":""d8b6""},{""games"":30,""share"":0.00032318531445931094,""uci"":""d6d5""},{""games"":25,""share"":0.00026932109538275914,""uci"":""d8c7""},{""games"":19,""share"":0.00020468403249089694,""uci"":""c8e6""},{""games"":18,""share"":0.00019391118867558658,""uci"":""f6d7""},{""games"":15,""share"":0.00016159265722965547,""uci"":""e7e6""},{""games"":14,""share"":0.0001508198134143451,""uci"":""c8g4""},{""games"":11,""share"":0.00011850128196841403,""uci"":""a7a5""},{""games"":5,""share"":5.3864219076551826e-05,""uci"":""b8a6""},{""games"":2,""share"":2.1545687630620732e-05,""uci"":""h8f8""},{""games"":2,""share"":2.1545687630620732e-05,""uci"":""d8d7""},{""games"":2,""share"":2.1545687630620732e-05,""uci"":""f6e4""},{""games"":1,""share"":1.0772843815310366e-05,""uci"":""f6g8""},{""games"":1,""share"":1.0772843815310366e-05,""uci"":""g7f8""},{""games"":1,""share"":1.0772843815310366e-05,""uci"":""f6h5""},{""games"":1,""share"":1.0772843815310366e-05,""uci"":""b7b5""},{""games"":1,""share"":1.0772843815310366e-05,""uci"":""e8d7""}]",0.004800595724675949,0.2871910894535329,22354,0.2408161506474479,0.0033735043875989246,0.19157674904281238,43665,0.6168679805043441
rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq -,rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 2 7,416591,416591,1.0,"[{""games"":213423,""share"":0.5123082351755078,""uci"":""f2f3""},{""games"":68492,""share"":0.1644106569753067,""uci"":""d1d2""},{""games"":44066,""share"":0.10577760921383324,""uci"":""f1e2""},{""games"":43734,""share"":0.10498066448867115,""uci"":""f1c4""},{""games"":22129,""share"":0.053119246455156255,""uci"":""f1d3""},{""games"":8707,""share"":0.020900595548151546,""uci"":""f1b5""},{""games"":6808,""share"":0.01634216773766116,""uci"":""h2h3""},{""games"":2691,""share"":0.006459573058467418,""uci"":""f2f4""},{""games"":967,""share"":0.0023212215338305436,""uci"":""d4f3""},{""games"":792,""share"":0.0019011452479770327,""uci"":""g2g3""},{""games"":786,""share"":0.001886742632462055,""uci"":""h2h4""},{""games"":714,""share"":0.0017139112462823249,""uci"":""d4b3""},{""games"":712,""share"":0.001709110374443999,""uci"":""d1d3""},{""games"":572,""share"":0.0013730493457611902,""uci"":""d1f3""},{""games"":363,""share"":0.0008713582386561399,""uci"":""d4b5""},{""games"":271,""share"":0.0006505181340931513,""uci"":""d1e2""},{""games"":270,""share"":0.0006481176981739884,""uci"":""a2a3""},{""games"":167,""share"":0.0004008727985002076,""uci"":""c3d5""},{""games"":152,""share"":0.0003648662597127638,""uci"":""a2a4""},{""games"":135,""share"":0.0003240588490869942,""uci"":""a1b1""},{""games"":132,""share"":0.00031685754132950545,""uci"":""d1c1""},{""games"":86,""share"":0.00020643748904801111,""uci"":""e4e5""},{""games"":85,""share"":0.0002040370531288482,""uci"":""g2g4""},{""games"":67,""share"":0.00016082920658391564,""uci"":""d1b1""},{""games"":53,""share"":0.00012722310371563475,""uci"":""d4e2""},{""games"":45,""share"":0.0001080196163623314,""uci"":""e3g5""},{""games"":36,""share"":8.641569308986511e-05,""uci"":""h1g1""},{""games"":32,""share"":7.681394941321344e-05,""uci"":""e1d2""},{""games"":23,""share"":5.521002614074716e-05,""uci"":""c3b5""},{""games"":21,""share"":5.040915430242132e-05,""uci"":""e1e2""},{""games"":14,""share"":3.360610286828088e-05,""uci"":""c3e2""},{""games"":12,""share"":2.880523102995504e-05,""uci"":""e3f4""},{""games"":8,""share"":1.920348735330336e-05,""uci"":""b2b3""},{""games"":6,""share"":1.440261551497752e-05,""uci"":""e3h6""},{""games"":4,""share"":9.60174367665168e-06,""uci"":""e3d2""},{""games"":4,""share"":9.60174367665168e-06,""uci"":""a1c1""},{""games"":3,""share"":7.20130775748876e-06,""uci"":""d4e6""},{""games"":2,""share"":4.80087183832584e-06,""uci"":""b2b4""},{""games"":2,""share"":4.80087183832584e-06,""uci"":""d4f5""},{""games"":1,""share"":2.40043591916292e-06,""uci"":""d1g4""},{""games"":1,""share"":2.40043591916292e-06,""uci"":""d1h5""},{""games"":1,""share"":2.40043591916292e-06,""uci"":""c3a4""},{""games"":1,""share"":2.40043591916292e-06,""uci"":""e3c1""},{""games"":1,""share"":2.40043591916292e-06,""uci"":""d4c6""}]",0.003051864682127259,0.17344239470936304,73547,0.2405603600539034,0.00904087217868399,0.547859380438566,416591,1.0
rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N1BP2/PPP3PP/R2QKB1R b KQkq -,rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N1BP2/PPP3PP/R2QKB1R b KQkq - 0 7,305732,305732,1.0,"[{""games"":232185,""share"":0.7594396399460965,""uci"":""e8h8""},{""games"":47208,""share"":0.15440974448209543,""uci"":""b8c6""},{""games"":14408,""share"":0.04712624128321537,""uci"":""a7a6""},{""games"":4362,""share"":0.014267397590046185,""uci"":""c8d7""},{""games"":2651,""share"":0.008670992895738751,""uci"":""b8d7""},{""games"":2092,""share"":0.006842594167440765,""uci"":""h7h5""},{""games"":639,""share"":0.0020900658092708646,""uci"":""e7e5""},{""games"":462,""share"":0.0015111273926183715,""uci"":""d8b6""},{""games"":360,""share"":0.0011775018643779519,""uci"":""h7h6""},{""games"":327,""share"":0.0010695641934766397,""uci"":""e8f8""},{""games"":242,""share"":0.0007915429199429566,""uci"":""d8a5""},{""games"":172,""share"":0.0005625842240916881,""uci"":""b7b6""},{""games"":117,""share"":0.00038268810592283437,""uci"":""e7e6""},{""games"":111,""share"":0.0003630630748498685,""uci"":""d6d5""},{""games"":110,""share"":0.00035979223633770754,""uci"":""f6d7""},{""games"":83,""share"":0.00027147959650936115,""uci"":""d8c7""},{""games"":66,""share"":0.0002158753418026245,""uci"":""a7a5""},{""games"":59,""share"":0.00019297947221749769,""uci"":""c8e6""},{""games"":36,""share"":0.00011775018643779519,""uci"":""f6h5""},{""games"":10,""share"":3.270838512160977e-05,""uci"":""b8a6""},{""games"":6,""share"":1.9625031072965865e-05,""uci"":""d8d7""},{""games"":6,""share"":1.9625031072965865e-05,""uci"":""g7f8""},{""games"":4,""share"":1.3083354048643911e-05,""uci"":""b7b5""},{""games"":4,""share"":1.3083354048643911e-05,""uci"":""f6g8""},{""games"":3,""share"":9.812515536482933e-06,""uci"":""h8g8""},{""games"":3,""share"":9.812515536482933e-06,""uci"":""f6g4""},{""games"":3,""share"":9.812515536482933e-06,""uci"":""h8f8""},{""games"":2,""share"":6.541677024321956e-06,""uci"":""e8d7""},{""games"":1,""share"":3.270838512160978e-06,""uci"":""g6g5""}]",0.003051864682127259,0.17344239470936304,73547,0.2405603600539034,0.011830954312118003,0.6719805081796032,42796,1.0
rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 b kq -,rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 b kq - 3 7,34463,34463,1.0,"[{""games"":28563,""share"":0.8288019034907002,""uci"":""e8h8""},{""games"":3973,""share"":0.11528305719177089,""uci"":""b8c6""},{""games"":951,""share"":0.027594811827176973,""uci"":""a7a6""},{""games"":377,""share"":0.01093926820067899,""uci"":""c8d7""},{""games"":233,""share"":0.006760873980790993,""uci"":""b8d7""},{""games"":88,""share"":0.0025534631343759975,""uci"":""d8b6""},{""games"":76,""share"":0.002205263616051998,""uci"":""e7e5""},{""games"":61,""share"":0.0017700142181469982,""uci"":""h7h5""},{""games"":36,""share"":0.001044598554971999,""uci"":""e8f8""},{""games"":30,""share"":0.0008704987958099991,""uci"":""b7b6""},{""games"":13,""share"":0.0003772161448509996,""uci"":""h7h6""},{""games"":11,""share"":0.0003191828917969997,""uci"":""f6d7""},{""games"":11,""share"":0.0003191828917969997,""uci"":""e7e6""},{""games"":10,""share"":0.0002901662652699997,""uci"":""d8c7""},{""games"":9,""share"":0.00026114963874299975,""uci"":""d6d5""},{""games"":6,""share"":0.00017409975916199983,""uci"":""f6e4""},{""games"":6,""share"":0.00017409975916199983,""uci"":""d8a5""},{""games"":3,""share"":8.704987958099991e-05,""uci"":""c8e6""},{""games"":1,""share"":2.901662652699997e-05,""uci"":""a7a5""},{""games"":1,""share"":2.901662652699997e-05,""uci"":""h8g8""},{""games"":1,""share"":2.901662652699997e-05,""uci"":""c8g4""},{""games"":1,""share"":2.901662652699997e-05,""uci"":""g6g5""},{""games"":1,""share"":2.901662652699997e-05,""uci"":""b7b5""},{""games"":1,""share"":2.901662652699997e-05,""uci"":""h8f8""}]",0.004969408081508697,0.2993386703793944,5900,0.17119809650929982,0.006532064007886196,0.40201879568395404,712,1.0
rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq -,rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq - 2 7,91322,91322,1.0,"[{""games"":47883,""share"":0.524331486388822,""uci"":""c1e3""},{""games"":31597,""share"":0.34599548849127265,""uci"":""e1h1""},{""games"":2223,""share"":0.024342436652723332,""uci"":""h2h4""},{""games"":1932,""share"":0.021155909857427563,""uci"":""c1g5""},{""games"":1916,""share"":0.020980705635005804,""uci"":""g2g4""},{""games"":1548,""share"":0.016951008519305314,""uci"":""e2f3""},{""games"":1507,""share"":0.016502047699349553,""uci"":""f2f3""},{""games"":679,""share"":0.0074352291890234555,""uci"":""h2h3""},{""games"":576,""share"":0.006307352007183373,""uci"":""d4b3""},{""games"":528,""share"":0.005781739339918092,""uci"":""f2f4""},{""games"":394,""share"":0.004314403977135849,""uci"":""d4f3""},{""games"":98,""share"":0.0010731258623332823,""uci"":""c1d2""},{""games"":79,""share"":0.0008650708482074418,""uci"":""d1d3""},{""games"":73,""share"":0.0007993692647992816,""uci"":""e2b5""},{""games"":71,""share"":0.0007774687369965617,""uci"":""c1f4""},{""games"":32,""share"":0.0003504084448435207,""uci"":""a2a4""},{""games"":31,""share"":0.0003394581809421607,""uci"":""e1f1""},{""games"":25,""share"":0.0002737565975340006,""uci"":""a1b1""},{""games"":24,""share"":0.00026280633363264053,""uci"":""a2a3""},{""games"":17,""share"":0.0001861544863231204,""uci"":""d4b5""},{""games"":14,""share"":0.00015330369461904033,""uci"":""b2b3""},{""games"":12,""share"":0.00013140316681632027,""uci"":""e4e5""},{""games"":12,""share"":0.00013140316681632027,""uci"":""h1g1""},{""games"":10,""share"":0.00010950263901360022,""uci"":""e2c4""},{""games"":10,""share"":0.00010950263901360022,""uci"":""e2d3""},{""games"":9,""share"":9.855237511224021e-05,""uci"":""c3d5""},{""games"":7,""share"":7.665184730952016e-05,""uci"":""g2g3""},{""games"":5,""share"":5.475131950680011e-05,""uci"":""d1d2""},{""games"":4,""share"":4.380105560544009e-05,""uci"":""e2f1""},{""games"":3,""share"":3.285079170408007e-05,""uci"":""c3b5""},{""games"":1,""share"":1.0950263901360022e-05,""uci"":""c3b1""},{""games"":1,""share"":1.0950263901360022e-05,""uci"":""b2b4""},{""games"":1,""share"":1.0950263901360022e-05,""uci"":""d4e6""}]",0.004800595724675949,0.2871910894535329,22354,0.2408161506474479,0.00486361707065186,0.2910198398886182,59725,0.6540045115087274
rnbqk2r/pp2ppbp/5np1/3P4/3P4/2N5/PP3PPP/R1BQKBNR w KQkq -,rnbqk2r/pp2ppbp/5np1/3P4/3P4/2N5/PP3PPP/R1BQKBNR w KQkq - 1 7,11714,11714,1.0,"[{""games"":5633,""share"":0.48087758238005807,""uci"":""f1c4""},{""games"":2848,""share"":0.24312788116783335,""uci"":""g1f3""},{""games"":1433,""share"":0.12233225200614649,""uci"":""f1b5""},{""games"":744,""share"":0.06351374423766433,""uci"":""d1b3""},{""games"":274,""share"":0.023390814410107565,""uci"":""c1e3""},{""games"":197,""share"":0.01681748335325252,""uci"":""c1g5""},{""games"":130,""share"":0.011097831654430595,""uci"":""f1e2""},{""games"":92,""share"":0.00785385009390473,""uci"":""h2h3""},{""games"":69,""share"":0.005890387570428547,""uci"":""g2g3""},{""games"":59,""share"":0.005036708212395424,""uci"":""d1a4""},{""games"":46,""share"":0.003926925046952365,""uci"":""f1d3""},{""games"":42,""share"":0.0035854533037391156,""uci"":""c1f4""},{""games"":39,""share"":0.003329349496329179,""uci"":""d5d6""},{""games"":27,""share"":0.0023049342666894316,""uci"":""h2h4""},{""games"":26,""share"":0.0022195663308861194,""uci"":""g1e2""},{""games"":20,""share"":0.0017073587160662455,""uci"":""d1f3""},{""games"":13,""share"":0.0011097831654430597,""uci"":""f2f4""},{""games"":9,""share"":0.0007683114222298105,""uci"":""f2f3""},{""games"":4,""share"":0.0003414717432132491,""uci"":""d1d3""},{""games"":3,""share"":0.00025610380740993685,""uci"":""c1d2""},{""games"":1,""share"":8.536793580331228e-05,""uci"":""d1c2""},{""games"":1,""share"":8.536793580331228e-05,""uci"":""d1e2""},{""games"":1,""share"":8.536793580331228e-05,""uci"":""c3b5""},{""games"":1,""share"":8.536793580331228e-05,""uci"":""a2a3""},{""games"":1,""share"":8.536793580331228e-05,""uci"":""b2b3""},{""games"":1,""share"":8.536793580331228e-05,""uci"":""a1b1""}]",0.005438628768211995,0.33163940132265923,1453,0.21015331212033556,0.010982042680132142,0.6398190045248868,11714,1.0
rnbqk2r/pp2ppbp/6p1/2p5/2BPP3/2P5/P3NPPP/R1BQK2R b KQkq -,rnbqk2r/pp2ppbp/6p1/2p5/2BPP3/2P5/P3NPPP/R1BQK2R b KQkq - 1 8,55906,55906,1.0,"[{""games"":24923,""share"":0.44580188173004687,""uci"":""e8h8""},{""games"":22356,""share"":0.39988552212642653,""uci"":""b8c6""},{""games"":3879,""share"":0.06938432368618754,""uci"":""c5d4""},{""games"":3008,""share"":0.05380460057954423,""uci"":""d8a5""},{""games"":902,""share"":0.016134225306764928,""uci"":""d8c7""},{""games"":437,""share"":0.007816692304940436,""uci"":""c8g4""},{""games"":141,""share"":0.002522090652166136,""uci"":""a7a6""},{""games"":115,""share"":0.002057024290773799,""uci"":""e7e6""},{""games"":40,""share"":0.0007154867098343648,""uci"":""d8b6""},{""games"":33,""share"":0.000590276535613351,""uci"":""b8d7""},{""games"":28,""share"":0.0005008406968840554,""uci"":""e8f8""},{""games"":25,""share"":0.000447179193646478,""uci"":""b7b6""},{""games"":6,""share"":0.00010732300647515472,""uci"":""e7e5""},{""games"":5,""share"":8.94358387292956e-05,""uci"":""c8d7""},{""games"":2,""share"":3.577433549171824e-05,""uci"":""h8f8""},{""games"":2,""share"":3.577433549171824e-05,""uci"":""b7b5""},{""games"":1,""share"":1.788716774585912e-05,""uci"":""b8a6""},{""games"":1,""share"":1.788716774585912e-05,""uci"":""e8d7""},{""games"":1,""share"":1.788716774585912e-05,""uci"":""a7a5""},{""games"":1,""share"":1.788716774585912e-05,""uci"":""d8d7""}]",0.003969378972853099,0.23087365123564219,30983,0.5541981182699531,0.0011271632187282998,0.0640097459101984,20998,0.9340747330960855
rnbqk2r/pp2ppbp/6p1/2p5/2BPP3/2P5/P4PPP/R1BQK1NR w KQkq -,rnbqk2r/pp2ppbp/6p1/2p5/2BPP3/2P5/P4PPP/R1BQK1NR w KQkq - 0 8,79411,79411,1.0,"[{""games"":55889,""share"":0.7037941846847414,""uci"":""g1e2""},{""games"":14267,""share"":0.17966024858017152,""uci"":""c1e3""},{""games"":5230,""share"":0.06585989346564078,""uci"":""g1f3""},{""games"":987,""share"":0.012429008575638136,""uci"":""d1f3""},{""games"":971,""share"":0.012227525153945927,""uci"":""d1b3""},{""games"":869,""share"":0.010943068340658096,""uci"":""e4e5""},{""games"":556,""share"":0.007001548903804259,""uci"":""c1b2""},{""games"":221,""share"":0.002782989762123635,""uci"":""d4d5""},{""games"":134,""share"":0.0016874236566722495,""uci"":""c4b5""},{""games"":48,""share"":0.0006044502650766266,""uci"":""d1a4""},{""games"":37,""share"":0.00046593041266323305,""uci"":""a1b1""},{""games"":37,""share"":0.00046593041266323305,""uci"":""c4f7""},{""games"":34,""share"":0.0004281522710959439,""uci"":""h2h4""},{""games"":30,""share"":0.00037778141567289166,""uci"":""c1a3""},{""games"":20,""share"":0.0002518542771152611,""uci"":""h2h3""},{""games"":19,""share"":0.00023926156325949804,""uci"":""f2f4""},{""games"":11,""share"":0.00013851985241339362,""uci"":""f2f3""},{""games"":9,""share"":0.0001133344247018675,""uci"":""d4c5""},{""games"":8,""share"":0.00010074171084610445,""uci"":""c1d2""},{""games"":7,""share"":8.814899699034138e-05,""uci"":""e1e2""},{""games"":6,""share"":7.555628313457833e-05,""uci"":""c1f4""},{""games"":5,""share"":6.296356927881528e-05,""uci"":""c1g5""},{""games"":5,""share"":6.296356927881528e-05,""uci"":""d1d3""},{""games"":2,""share"":2.5185427711526112e-05,""uci"":""c4b3""},{""games"":2,""share"":2.5185427711526112e-05,""uci"":""d1d2""},{""games"":2,""share"":2.5185427711526112e-05,""uci"":""a2a4""},{""games"":2,""share"":2.5185427711526112e-05,""uci"":""e1f1""},{""games"":1,""share"":1.2592713855763056e-05,""uci"":""c4d5""},{""games"":1,""share"":1.2592713855763056e-05,""uci"":""d1g4""},{""games"":1,""share"":1.2592713855763056e-05,""uci"":""a2a3""}]",0.003969378972853099,0.23087365123564219,30983,0.5541981182699531,0.004569690983584895,0.2709014966933519,79411,1.0
rnbqk2r/pp2ppbp/6p1/2p5/3PP3/2P2N1P/P4PP1/R1BQKB1R b KQkq -,rnbqk2r/pp2ppbp/6p1/2p5/3PP3/2P2N1P/P4PP1/R1BQKB1R b KQkq - 0 8,8024,8024,1.0,"[{""games"":3668,""share"":0.4571286141575274,""uci"":""b8c6""},{""games"":2977,""share"":0.37101196410767695,""uci"":""e8h8""},{""games"":745,""share"":0.09284646061814557,""uci"":""d8a5""},{""games"":590,""share"":0.07352941176470588,""uci"":""c5d4""},{""games"":8,""share"":0.0009970089730807576,""uci"":""d8b6""},{""games"":7,""share"":0.000872382851445663,""uci"":""d8c7""},{""games"":6,""share"":0.0007477567298105683,""uci"":""e7e6""},{""games"":6,""share"":0.0007477567298105683,""uci"":""b7b6""},{""games"":3,""share"":0.00037387836490528417,""uci"":""a7a6""},{""games"":3,""share"":0.00037387836490528417,""uci"":""b8d7""},{""games"":2,""share"":0.0002492522432701894,""uci"":""e8f8""},{""games"":2,""share"":0.0002492522432701894,""uci"":""b8a6""},{""games"":2,""share"":0.0002492522432701894,""uci"":""c8d7""},{""games"":1,""share"":0.0001246261216350947,""uci"":""c8g4""},{""games"":1,""share"":0.0001246261216350947,""uci"":""d8d7""},{""games"":1,""share"":0.0001246261216350947,""uci"":""h7h5""},{""games"":1,""share"":0.0001246261216350947,""uci"":""e7e5""},{""games"":1,""share"":0.0001246261216350947,""uci"":""c5c4""}]",0.004136388532258173,0.24176818656456667,5047,0.628988035892323,0.015129576260190403,0.7738948833971458,3684,1.0
rnbqk2r/pp2ppbp/6p1/2p5/3PP3/2P2N2/P4PPP/1RBQKB1R b Kkq -,rnbqk2r/pp2ppbp/6p1/2p5/3PP3/2P2N2/P4PPP/1RBQKB1R b Kkq - 1 8,16564,16564,1.0,"[{""games"":8119,""share"":0.4901593817918377,""uci"":""e8h8""},{""games"":4090,""share"":0.2469210335667713,""uci"":""b8c6""},{""games"":1647,""share"":0.09943250422603236,""uci"":""d8a5""},{""games"":1619,""share"":0.09774209128229897,""uci"":""c5d4""},{""games"":710,""share"":0.04286404250181116,""uci"":""c8g4""},{""games"":161,""share"":0.009719874426467037,""uci"":""b7b6""},{""games"":145,""share"":0.008753924172905096,""uci"":""a7a6""},{""games"":43,""share"":0.002595991306447718,""uci"":""d8c7""},{""games"":11,""share"":0.0006640907993238349,""uci"":""b8d7""},{""games"":6,""share"":0.0003622313450857281,""uci"":""e7e6""},{""games"":4,""share"":0.0002414875633904854,""uci"":""e8f8""},{""games"":4,""share"":0.0002414875633904854,""uci"":""c5c4""},{""games"":2,""share"":0.0001207437816952427,""uci"":""c8e6""},{""games"":1,""share"":6.037189084762135e-05,""uci"":""d8b6""},{""games"":1,""share"":6.037189084762135e-05,""uci"":""c8d7""},{""games"":1,""share"":6.037189084762135e-05,""uci"":""b8a6""}]",0.008174003015231968,0.49975635224504,8445,0.5098406182081623,0.0018825058118743243,0.10222763661677689,12228,1.0
rnbqk2r/pp2ppbp/6p1/2p5/3PP3/2P2N2/P4PPP/R1BQKB1R w KQkq -,rnbqk2r/pp2ppbp/6p1/2p5/3PP3/2P2N2/P4PPP/R1BQKB1R w KQkq - 0 8,137987,137987,1.0,"[{""games"":44769,""share"":0.32444360700645714,""uci"":""c1e3""},{""games"":23021,""share"":0.16683455687854654,""uci"":""f1b5""},{""games"":15633,""share"":0.11329328125113235,""uci"":""f1c4""},{""games"":13970,""share"":0.10124142129331024,""uci"":""a1b1""},{""games"":10724,""share"":0.07771746613811446,""uci"":""f1e2""},{""games"":9625,""share"":0.06975294774145391,""uci"":""e4e5""},{""games"":8727,""share"":0.06324508830542007,""uci"":""c1b2""},{""games"":4392,""share"":0.0318290853486198,""uci"":""h2h3""},{""games"":1813,""share"":0.013138918883662953,""uci"":""d4d5""},{""games"":1493,""share"":0.010819859841869162,""uci"":""f1d3""},{""games"":897,""share"":0.006500612376528224,""uci"":""c1a3""},{""games"":717,""share"":0.005196141665519216,""uci"":""d1a4""},{""games"":474,""share"":0.0034351062056570546,""uci"":""c1g5""},{""games"":464,""share"":0.0033626356106009987,""uci"":""c1f4""},{""games"":247,""share"":0.0017900236978845834,""uci"":""c1d2""},{""games"":242,""share"":0.0017537884003565552,""uci"":""d1b3""},{""games"":226,""share"":0.0016378354482668657,""uci"":""g2g3""},{""games"":144,""share"":0.0010435765688072065,""uci"":""h2h4""},{""games"":134,""share"":0.0009711059737511505,""uci"":""a2a4""},{""games"":104,""share"":0.0007536941885829824,""uci"":""d1c2""},{""games"":75,""share"":0.00054352946292042,""uci"":""d4c5""},{""games"":29,""share"":0.00021016472566256242,""uci"":""d1d2""},{""games"":16,""share"":0.0001159529520896896,""uci"":""f3g5""},{""games"":16,""share"":0.0001159529520896896,""uci"":""f3e5""},{""games"":13,""share"":9.42117735728728e-05,""uci"":""d1d3""},{""games"":6,""share"":4.34823570336336e-05,""uci"":""a2a3""},{""games"":5,""share"":3.6235297528028e-05,""uci"":""c3c4""},{""games"":4,""share"":2.89882380224224e-05,""uci"":""e1e2""},{""games"":2,""share"":1.44941190112112e-05,""uci"":""f1a6""},{""games"":2,""share"":1.44941190112112e-05,""uci"":""d1e2""},{""games"":1,""share"":7.2470595056056e-06,""uci"":""g2g4""},{""games"":1,""share"":7.2470595056056e-06,""uci"":""c1h6""},{""games"":1,""share"":7.2470595056056e-06,""uci"":""f3g1""}]",0.006918620151766586,0.4284719805081796,23023,1.0,0.007476753536542091,0.46171249564914724,137987,1.0
